49 49
1257 943 1091 1190 528 1424 1314 1374 1432 1242 506 783 739 879 595 1002 1242 1487 1335 1501 842 390 716 1146 533 1368 0 461 1439 1373 814 1091 1347 1006 801 1075 1272 1482 1361 169 1028 1151 694 1347 1368 1041 612 1131 439
820 483 983 1322 437 1244 1049 1124 997 831 168 1016 378 560 134 655 781 1326 1075 1387 638 338 285 688 862 1034 461 0 1296 1149 615 1223 1183 722 372 1357 1038 1308 983 307 624 729 796 1052 1246 1366 406 819 423
1098 1257 2269 2588 1729 116 412 349 1126 953 1128 2214 964 790 1284 778 1391 68 391 119 657 1073 1121 1262 1971 636 1439 1296 0 266 1893 2487 120 631 1479 2514 342 98 809 1429 943 1692 2060 502 87 2471 897 625 1696
840 1035 2097 2467 1586 152 151 84 861 695 987 2122 787 603 1114 558 1140 243 127 383 535 986 936 1017 1902 371 1373 1149 266 0 1719 2367 176 435 1280 2440 112 206 544 1332 709 1461 1938 236 301 2413 779 389 1567
1148 770 378 876 289 1830 1599 1680 1303 1227 780 773 934 1116 609 1175 930 1917 1627 1990 1240 930 783 930 817 1526 814 615 1893 1719 0 793 1777 1284 474 1100 1607 1895 1422 670 1071 603 479 1579 1850 1174 1019 1351 383
1922 1537 576 101 794 2450 2272 2345 2085 1985 1380 358 1599 1782 1286 1871 1723 2525 2297 2563 1840 1417 1477 1714 646 2245 1091 1223 2487 2367 793 0 2382 1945 1245 433 2257 2513 2168 1061 1805 1385 429 2273 2425 568 1594 2039 801
986 1138 2154 2483 1618 84 310 258 1023 842 1016 2117 846 671 1168 658 1275 143 292 234 546 973 1003 1145 1880 539 1347 1183 120 176 1777 2382 0 511 1360 2422 230 135 708 1328 824 1572 1954 404 127 2384 789 508 1588
559 630 1662 2044 1158 552 327 402 663 437 566 1719 353 168 680 160 803 643 353 741 205 618 502 665 1520 372 1006 722 631 435 1284 1945 511 0 852 2048 323 617 427 936 335 1067 1517 342 609 2035 394 135 1144
678 296 839 1335 500 1404 1150 1232 841 753 472 1141 523 689 266 724 507 1495 1178 1585 855 695 364 472 1075 1057 801 372 1479 1280 474 1245 1360 852 0 1488 1170 1468 948 633 603 357 864 1120 1448 1532 682 899 556
2142 1760 979 447 990 2498 2369 2435 2314 2178 1489 348 1728 1899 1454 2007 1992 2562 2392 2572 1906 1455 1638 1956 542 2387 1075 1357 2514 2440 1100 433 2422 2048 1488 0 2337 2557 2340 1113 1978 1701 630 2389 2442 146 1665 2161 955
756 929 1985 2357 1475 242 95 106 796 612 877 2016 675 491 1002 451 1049 336 92 460 431 884 824 922 1800 323 1272 1038 342 112 1607 2257 230 323 1170 2337 0 304 484 1226 607 1359 1829 192 353 2312 673 286 1457
1046 1233 2273 2614 1745 65 357 283 1061 901 1142 2250 962 782 1287 754 1346 41 332 193 674 1107 1116 1222 2015 569 1482 1308 98 206 1895 2513 135 617 1468 2557 304 0 744 1461 911 1663 2084 438 179 2519 918 590 1717
333 655 1784 2263 1378 696 399 462 317 204 867 1996 625 491 890 363 647 784 419 927 631 994 702 552 1839 176 1361 983 809 544 1422 2168 708 427 948 2340 484 744 0 1257 364 1018 1756 308 834 2348 775 301 1392
1123 790 977 1162 394 1400 1256 1322 1299 1121 390 791 632 792 439 907 1085 1471 1280 1503 797 357 581 995 587 1283 169 307 1429 1332 670 1061 1328 936 633 1113 1226 1461 1257 0 909 982 640 1277 1365 1101 553 1052 318
265 329 1441 1900 1014 849 567 649 420 214 524 1633 294 251 526 175 468 943 595 1058 467 691 340 330 1484 455 1028 624 943 709 1071 1805 824 335 603 1978 607 911 364 909 0 752 1392 523 933 1989 497 321 1028
691 438 868 1462 767 1600 1316 1398 803 816 812 1367 799 925 615 914 395 1694 1344 1806 1125 1043 653 466 1360 1167 1151 729 1692 1461 603 1385 1572 1067 357 1701 1359 1663 1018 982 752 0 1074 1262 1676 1768 996 1072 846
1531 1145 500 529 378 2021 1845 1918 1699 1581 952 294 1174 1356 868 1449 1364 2098 1870 2138 1411 993 1059 1335 402 1825 694 796 2060 1938 479 429 1954 1517 864 630 1829 2084 1756 640 1392 1074 0 1848 1999 696 1166 1615 373
613 852 1954 2372 1481 388 98 155 625 469 903 2057 674 493 992 406 921 476 113 619 517 958 803 805 1862 135 1347 1052 502 236 1579 2273 404 342 1120 2389 192 438 308 1277 523 1262 1848 0 531 2377 735 233 1475
1106 1239 2225 2526 1676 173 436 384 1148 963 1078 2147 927 762 1242 763 1390 155 418 141 610 1008 1087 1258 1900 666 1368 1246 87 301 1850 2425 127 609 1448 2442 353 179 834 1365 933 1676 1999 531 0 2396 843 622 1639
2168 1792 1091 590 1031 2462 2351 2413 2343 2194 1486 401 1728 1893 1472 2006 2038 2522 2373 2523 1882 1429 1650 1993 515 2383 1041 1366 2471 2413 1174 568 2384 2035 1532 146 2312 2519 2348 1101 1989 1768 696 2377 2396 0 1645 2152 983
760 599 1389 1695 833 855 706 770 916 697 240 1343 228 283 431 413 878 932 728 983 246 225 344 745 1131 760 612 406 897 779 1019 1594 789 394 682 1665 673 918 775 553 497 996 1166 735 843 1645 0 521 800
490 646 1727 2138 1247 528 252 334 566 353 672 1827 441 261 759 176 768 622 280 742 338 746 571 638 1638 239 1131 819 625 389 1351 2039 508 135 899 2161 286 590 301 1052 321 1072 1615 233 622 2152 521 0 1242
1188 809 660 901 95 1654 1472 1545 1361 1224 580 607 801 983 502 1077 1062 1732 1497 1779 1043 645 691 1010 521 1454 439 423 1696 1567 383 801 1588 1144 556 955 1457 1717 1392 318 1028 846 373 1475 1639 983 800 1242 0
